,Hotel_Name,Location,Rate,Governorate
497,Pavillon Winter Luxor,"Cornish El Nile Street, Luxor, 85951",8.8,Luxor
498,Steigenberger Nile Palace Luxor Hotel & Convention Center,"Khaled Ben El Walid Street, Luxor, 85111",8.6,Luxor
499,Al Baeirat hotel,"Luxor, West-Bank, Al Baeirat village, Luxor, Luxor",8.6,Luxor
500,New Memnon Hotel,"Memnon St, West Bank, Luxor",8.6,Luxor
501,Aracan Eatabe Luxor Hotel,"Cornish El Nile Street, Luxor, 16",8.4,Luxor
502,Nile Castle,"Luxor West Bank Albairat, Luxor",8.4,Luxor
503,Iberotel Luxor,"Khaled Ibn El Waleed Street, Luxor",8.4,Luxor
504,Nile Valley Hotel & Restaurant,"Gezirat el Bayrat, Luxor, 85511",8.4,Luxor
505,Julia Flats,Luxor,8.0,Luxor
506,Thebes Hotel Luxor,"West Bank, Luxor, Luxor",8.0,Luxor
507,El Mesala Hotel,"Al Ramla, West Bank, Luxor",7.2,Luxor
508,Pyramisa Hotel Luxor,"Khaled Ibn El Waild Street, Luxor",7.0,Luxor
509,Memnon Villa,"Luxor, Luxor Governorate",6.0,Luxor
510,New Memnon Hotel,"Memnon St, West Bank, Luxor",8.6,Luxor
511,Aracan Eatabe Luxor Hotel,"Cornish El Nile Street, Luxor, 16",8.4,Luxor
512,Nile Castle,"Luxor West Bank Albairat, Luxor",8.4,Luxor
513,Iberotel Luxor,"Khaled Ibn El Waleed Street, Luxor",8.4,Luxor
514,Nile Valley Hotel & Restaurant,"Gezirat el Bayrat, Luxor, 85511",8.4,Luxor
515,Julia Flats,Luxor,8.0,Luxor
516,Thebes Hotel Luxor,"West Bank, Luxor, Luxor",8.0,Luxor
517,El Mesala Hotel,"Al Ramla, West Bank, Luxor",7.2,Luxor
518,Pyramisa Hotel Luxor,"Khaled Ibn El Waild Street, Luxor",7.0,Luxor
519,Memnon Villa,"Luxor, Luxor Governorate",6.0,Luxor
520,Al Salam Camp,"West Bank - Ramla Street, Luxor",6.0,Luxor
521,Eye House,"Luxor West Bank, El Bairat, El Ramla, Luxor, Luxor Governorate",4.0,Luxor
522,Mountain View Apartments,"Luxor, Luxor Governorate",,Luxor
523,Nubian Eco-Village Villa,"West Bank, Luxor",,Luxor
524,Habu Dome Villa,"Luxor, Luxor Governorate",,Luxor
525,Blue House,"Ramla Street, Luxor, 85111",,Luxor
526,Private Villa,"Luxor, Luxor Governorate",,Luxor
527,Luxor Magic Villa,Luxor,,Luxor
528,Farida Apartments,"West Bank, Luxor, Egypt",,Luxor
529,Sunset View Apartments,Luxor,,Luxor
530,Nile Diana Luxor,"Ramla street,gezirat albairat ,west bank, Luxor, 85111, Luxor",,Luxor
531,MS King Tut I Nile Cruise,"Cornish El Nile, Luxor, Luxor",,Luxor
532,MS Movenpick Royal Lotus - Luxor Aswan,"Cornish El Nile, Luxor",,Luxor
533,Corniche El Nile Flat,"Luxor, Luxor",,Luxor
534,Al Gezera Apartments,Luxor,,Luxor
535,Goubli Apartments Luxor,Luxor,,Luxor
536,Luxor Star Apartments,"Luxor, Egypt",,Luxor
537,Dream house luxor,Luxor,,Luxor
538,Nile Dream Apartments House,"Al Bairat - Al Jorf Street, Luxor",,Luxor
539,Enjoy Luxor,"West Bank, Al Bairat, Luxor, 85111",,Luxor
540,Karnak Flats,"Karnak Street, East Bank, Luxor, 85111, Luxor Governorate",,Luxor
541,Arabesque Apartments,"West Bank, Luxor",,Luxor
542,Home Sweet Home Luxor Apartments,"Luxor, Luxor Governorate",,Luxor
543,Nile Residence,"Ramla Street, West Bank, Luxor, Luxor",,Luxor
544,Pyramids Luxor Hotel,"West Bank, Gezira Ramla Nile Street, Luxor, 55555",9.2,Luxor
545,MS Alexander The Great Nile Cruise,"Kornish Al Nile, East Bank, Luxor, 11811",10.0,Luxor
546,"The Oberoi Zahra, Luxury Nile Cruiser","Merotel Docking Area, Al Boghdady, Luxor, 12556",10.0,Luxor
547,MS Tarot Nile Cruise - Saturdays 7 Nights From Luxor,"El Boghdadi, Garranah Dock, Luxor",10.0,Luxor
548,Scorpion House,"West Bank, Luxor, Egypt",10.0,Luxor
549,Sataya Resort Marsa Alam,"KM 100 Alqusier Marsa Alam Road, Marsa Alam, 84721, Red Sea Governorate",10.0,Marsa Alam
550,Iberotel Costa Mares,"KM 79 Qusseir, Marsa Alam",10.0,Marsa Alam
551,The Oasis Dive Resort,"KM 20 El Quesir Road, Marsa Alam, Red Sea Governorate",9.8,Marsa Alam
552,Magic Marsa Resort & spa,"17 KM South Marsa ALam Airport, Marsa Alam",9.8,Marsa Alam
553,Brayka Bay Resort,"17 km north of Marsa Alam town, Marsa Alam",9.4,Marsa Alam
554,Shams Alam Beach Resort,"South Marsa Alam Road 45km, Marsa Alam",9.2,Marsa Alam
555,Hilton Marsa Alam Nubian Resort,"KM 97 Quseir Marsa Alam Road, Marsa Alam, Red Sea",8.6,Marsa Alam
556,The Three Corners Equinox Beach Resort,"Al Nabaa, el Soghayer, Marsa Alam",8.6,Marsa Alam
557,The Three Corners Fayrouz Plaza Beach Resort,"Road To Port Ghalib Marina, Marsa Alam, 0",8.4,Marsa Alam
558,Concorde Moreen Beach Resort & Spa,"92 El Quseir, Marsa Alam Road, Marsa Alam, 84721",8.2,Marsa Alam
559,Royal Marsa & Aqua park,"15K south Marsa Alam airport, Marsa Alam",8.0,Marsa Alam
560,The Three Corners Happy Life Beach Resort - All Inclusive,"El Quseir, Marsa Alam",8.0,Marsa Alam
561,Wadi Lahmy Azur Resort,"Wadi Lahmy Marsa Alam Red Sea, Marsa Alam, 1",7.8,Marsa Alam
562,Port Ghalib Marina Residence,"67 Kms Qusair-, Marsa Alam, 11787",7.8,Marsa Alam
563,Gemma Resort,"Dorry Bay, Marsa Alam",7.6,Marsa Alam
564,Bliss Nada Beach Resort,"20 KM South Of Marsa Alam Airport, Marsa Alam",6.0,Marsa Alam
565,Malikia Resort Abu Dabbab,"30 Km South Of Marsa Alam Airport, Marsa Alam, 84721, Red Sea",2.0,Marsa Alam
566,Deep Blue inn,"17 km South of Marsa Alam, Marsa Alam, 84721, Red Sea Governorate",,Marsa Alam
567,Beach Safari Nubian Resort,"Al Quasir - Marsa Allam Rd, Marsa Alam, 84712, Red Sea Governorate",,Marsa Alam
568,Beach Safari Nubian Resort,"Al Quasir - Marsa Allam Rd, Marsa Alam, 84712, Red Sea Governorate",,Marsa Alam
569,Marsa Shagra Village,"22km North Marsa Alam City, Marsa Alam",9.4,Marsa Alam
570,Marina View Residence,"Nasser El Khorafy Street, Marsa Alam, 84721, Red Sea Governorate",8.8,Marsa Alam
571,Star House,"Nasser Al Khorafi Street, Marsa Alam, 84721",8.0,Marsa Alam
572,Marsa Nakari Village,"18km South Marsa Alam City, Marsa Alam",8.0,Marsa Alam
573,Aurora Beach Safari Resort,"14 Km North, Marsa Alam, 84721, Red Sea Governorate",10.0,Marsa Alam
574,Marsa Shagra Village,"22km North Marsa Alam City, Marsa Alam",9.4,Marsa Alam
575,Marina View Residence,"Nasser El Khorafy Street, Marsa Alam, 84721, Red Sea Governorate",8.8,Marsa Alam
576,Star House,"Nasser Al Khorafi Street, Marsa Alam, 84721",8.0,Marsa Alam
577,Marsa Nakari Village,"18km South Marsa Alam City, Marsa Alam",8.0,Marsa Alam
578,Aurora Beach Safari Resort,"14 Km North, Marsa Alam, 84721, Red Sea Governorate",10.0,Marsa Alam
579,Adriatica Hotel,"El Galaa Street, behind Omar Effendi, Marsa Matruh",10.0,Marsa Matrouh
580,Beau Site Belle Vue Marsa Matruh,"El Corniche Street, Marsa Matruh, Egypt",10.0,Marsa Matrouh
581,Jaz Almaza Bay,"North Coast - 37 km East Mersa Matruh, Marsa Matruh",8.2,Marsa Matrouh
582,Carols Beau Rivage Hotel,"El-Obayed Bay, Marsa Matruh",7.6,Marsa Matrouh
583,El Obayed Apartments Armed Forces,Marsa Matruh,4.0,Marsa Matrouh
584,Almanara Hotel Marsa Matrouh,"Alam Al Roam, Marsa Matruh, 51511, Matrouh",,Marsa Matrouh
585,Molkp Towers,"Old port, Marsa Matruh",,Marsa Matrouh
586,Porto Matrouh Resort,Private host,,Marsa Matrouh
587,Porto Matrouh Resort,Private host,,Marsa Matrouh
588,"Jaz Crystal, Almaza Bay","Km 37 East of Mersa Matruh, Marsa Matruh",9.0,Marsa Matrouh
589,Jaz Oriental Resort,"North Coast, 37 km east of Mersa Matruh, Marsa Matruh, Matrouh Governorate",9.6,Marsa Matrouh
590,"Jaz Tamerina, Almaza Bay","KM 37 East of Mersa Matruh, North coast, Marsa Matruh, 00015",10.0,Marsa Matrouh
591,Palma Hotel,"Atef Al-Sadat St., Port Said, 11211, Port Said Governorate",8.0,Port Said
592,De La Poste,"42 Gomheria Street, Port Said",6.4,Port Said
593,Jewel Port Said Hotel,"23 July Street, Tarh El Bahr Road, Port Said, 42511, Port Said Governorate",2.0,Port Said
594,Aracan Hotel,"Port Said, Port Said, Port Said Governorate",,Port Said
595,Porto Said Tourist Resort,"Port Said Governorate, Port Said Governorate",,Port Said
596,Albatros Palace Sharm - Families and couples only,"Montazah Ras Nasrani, Sharm El Sheikh, 45214, South Sinai Governorate",10.0,Sharm El Sheikh
597,Sultan Apartments Hadaba Near Farsha,"Villa 91 C Umm Sid Hadaba, 46119, Sharm El Sheikh, 46119, South Sinai Governorate",10.0,Sharm El Sheikh
598,Royal Savoy Sharm El Sheikh,"Soho Square, Sharm El Sheikh, South Sinai Governorate",9.6,Sharm El Sheikh
599,Rehana Sharm Resort - Aqua Park & Spa - Families & Couples Only,"7th Km North Sharm Airport - Nabq Bay, Sharm El Sheikh, 1111, South Sinai Governorate",9.6,Sharm El Sheikh
600,"Coral Sea Imperial ""Coral Sea Sensatori""","Ras Nosrany, Sharm El Sheikh, South Sinai Governorate",9.4,Sharm El Sheikh
601,Four Seasons Resort Sharm EL Sheikh,"1 Four Seasons Blvd, Sharm El Sheikh, South Sinai Governorate",9.2,Sharm El Sheikh
602,Sentido Reef Oasis Senses Resort - All Inclusive,"Marine Sports Club Street, Sharm El Sheikh, South Sinai Governorate",9.2,Sharm El Sheikh
603,Stella Di Mare Beach Hotel & Spa,"Neama Bay, Sharm El Sheikh, South Sinai Governorate",9.2,Sharm El Sheikh
604,"Domina Coral Bay Resort, Diving , Spa & Casino","Marsa El Dekhela, Sharm El Sheikh, 46619, South Sinai Governorate",9.2,Sharm El Sheikh
605,Rixos Premium Seagate Sharm El Sheikh,"Nabq bay, Sharm El Sheikh, South Sinai Governorate",9.2,Sharm El Sheikh
606,Magic World Sharm - Club by Jaz,"El Salam Road, Nabq Bay, Sharm El Sheikh, South Sinai Governorate",9.0,Sharm El Sheikh
607,Jaz Belvedere,"El Montaza, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
608,Reef Oasis Blue Bay Resort,"El Basha Bay, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
609,SUNRISE Arabian Beach Resort,"Sharks Bay, entrance of Convention Cntr, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
610,Renaissance Sharm El Sheikh Golden View Beach Resort,"Om El Sid Hill, Sharm El Sheikh, 168, South Sinai Governorate",8.8,Sharm El Sheikh
611,Rixos Sharm El Sheikh - Adults Friendly,"Nabq Bay Sharm El Sheikh South Sinai, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
612,Tropitel Waves Naama Bay,"Halomy Road, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
613,Aqua Blu Resort Sharm El Sheik - Families & Couples Only,"Om El Seid 22, Sharm El Sheikh, 0000, South Sinai Governorate",8.8,Sharm El Sheikh
614,"Domina Coral Bay Resort, Diving , Spa & Casino","Marsa El Dekhela, Sharm El Sheikh, 46619, South Sinai Governorate",9.2,Sharm El Sheikh
615,Rixos Premium Seagate Sharm El Sheikh,"Nabq bay, Sharm El Sheikh, South Sinai Governorate",9.2,Sharm El Sheikh
616,Magic World Sharm - Club by Jaz,"El Salam Road, Nabq Bay, Sharm El Sheikh, South Sinai Governorate",9.0,Sharm El Sheikh
617,Jaz Belvedere,"El Montaza, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
618,Reef Oasis Blue Bay Resort,"El Basha Bay, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
619,SUNRISE Arabian Beach Resort,"Sharks Bay, entrance of Convention Cntr, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
620,Renaissance Sharm El Sheikh Golden View Beach Resort,"Om El Sid Hill, Sharm El Sheikh, 168, South Sinai Governorate",8.8,Sharm El Sheikh
621,Rixos Sharm El Sheikh - Adults Friendly,"Nabq Bay Sharm El Sheikh South Sinai, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
622,Tropitel Waves Naama Bay,"Halomy Road, Sharm El Sheikh, South Sinai Governorate",8.8,Sharm El Sheikh
623,Aqua Blu Resort Sharm El Sheik - Families & Couples Only,"Om El Seid 22, Sharm El Sheikh, 0000, South Sinai Governorate",8.8,Sharm El Sheikh
624,Royal Albatros Moderna - All Inclusive - Families & Couples Only,"Nabq Bay, Sharm El Sheikh, 0000, South Sinai Governorate",8.8,Sharm El Sheikh
625,Jaz Fanara Resort,"Ras Om El-Seid Cliff, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
626,SUNRISE Montemare Resort Grand Select,"El Fanar Street, Sharm El Sheikh, 46619, South Sinai Governorate",8.6,Sharm El Sheikh
627,Naama Inn,"King Abdullah Street, Naama Bay, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
628,SUNRISE Diamond Beach Resort,"Salah Taher St, Om El Sid Hill, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
629,Savoy Sharm,"Soho Square, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
630,Steigenberger Alcazar,"Nabq Bay, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
631,SUNRISE Remal Resort,"El Montaza, Ras Nasrani, Sharm El Sheikh, Sharm El Sheikh, 46628, South Sinai",8.6,Sharm El Sheikh
632,Cleopatra Luxury Resort Sharm El Sheikh,"Nabq Bay, Sharm El Sheikh, 3150, South Sinai Governorate",8.4,Sharm El Sheikh
633,Iberotel Palace - Adults Only,"Sharm el Maya Bay, Sharm El Sheikh, South Sinai Governorate",8.4,Sharm El Sheikh
634,Coral sea Holiday Resort & Aqua park,"El Salam Road, Nabq Bay, Sharm El Sheikh, South Sinai Governorate",8.4,Sharm El Sheikh
635,Charmillion Sea Life Resort,"2 Nabq Bay, Sharm El Sheikh, 11371, South Sinai Governorate",8.4,Sharm El Sheikh
636,Charmillion Club Aqua Park,"Nabq Bay, Sharm El Sheikh, 46619, South Sinai Governorate",8.4,Sharm El Sheikh
637,Concorde El Salam Hotel Sharm El Sheikh,"White Knight Beach, Sharm El Sheikh, South Sinai Governorate",8.4,Sharm El Sheikh
638,Baron Palms Resort Sharm El Sheikh - Adults Only,"Ras Nasrani, South Sinai, Sharm El Sheikh, South Sinai Governorate",8.4,Sharm El Sheikh
639,Reef Oasis Beach Resort,"Marine Sports Club Street, Sharm El Sheikh, South Sinai Governorate",8.2,Sharm El Sheikh
640,Jaz Mirabel Resort,"Nabaq Bay, Sharm El Sheikh, South Sinai Governorate",8.2,Sharm El Sheikh
641,Oriental Rivoli Hotel & SPA,"Namaa Bay, Sharm El Sheikh, 0375, South Sinai Governorate",8.2,Sharm El Sheikh
642,Baron Resort Sharm El Sheikh,"Ras Nosrani Bay, Sharm El Sheikh, South Sinai Governorate",8.2,Sharm El Sheikh
643,Solymar Naama Bay,"Naama Bay, Sharm El Sheikh, South Sinai Governorate",8.0,Sharm El Sheikh
644,Jaz Sharks Bay,"2 B Entrance of Sharks Bay, Sharm El Sheikh, 00328, South Sinai Governorate",8.0,Sharm El Sheikh
645,Charmillion Gardens Aquapark,"3 Nabq Bay, Sharm El Sheikh, 00000, South Sinai Governorate",8.0,Sharm El Sheikh
646,Xperience St. George Homestay,"Um El Seid Hill, Sharm El Sheikh, 260, South Sinai Governorate",8.0,Sharm El Sheikh
647,Lido Sharm Hotel Naama Bay,"Naama Bay, Sharm El Sheikh, South Sinai Governorate",7.8,Sharm El Sheikh
648,Dive Inn Resort,"34, Al Ferouseya, Sharm El Sheikh, 46619, South Sinai Governorate",7.8,Sharm El Sheikh
649,Dreams Beach Sharm el Sheikh,"33 El Fanar Street, Om El Seid Cliff, Sharm El Sheikh, South Sinai Governorate",7.8,Sharm El Sheikh
650,Hilton Sharks Bay Resort,"Ras Nusrani Sharks Bay, Sharm El Sheikh, X, South Sinai Governorate",7.8,Sharm El Sheikh
651,Coral Sea Aqua Club,"Nabq Bay, Sharm El Sheikh",7.8,Sharm El Sheikh
652,Naama Blue hotel,"King Abdullah Street, Sharm El Sheikh, 11234, South Sinai Governorate",7.6,Sharm El Sheikh
653,Jaz Fanara Residence - All Inclusive,"Ras Om El-Seid Cliff, Sharm El Sheikh, 00176, South Sinai Governorate",7.6,Sharm El Sheikh
654,Novotel Sharm El-Sheikh,"Naama Bay, Sharm El Sheikh, 32, South Sinai Governorate",7.6,Sharm El Sheikh
655,Park Regency Sharm El Sheikh Resort (Formerly Hyatt Regency),"The Gardens Bay, Sharm El Sheikh, South Sinai Governorate",7.6,Sharm El Sheikh
656,Xperience Golden Sandy Beach,"Dusti Road, Ras Umm Sid, Sharm El Sheikh, 99996, South Sinai Governorate",7.6,Sharm El Sheikh
657,Movenpick Resort Sharm El Sheik Naama Bay,"Naama Bay Sharm El Sheikh, Sharm El Sheikh, 46619-B106, South Sinai Governorate",7.6,Sharm El Sheikh
658,Charmillion Club Resort,"Nabq Bay, Sharm El Sheikh, 46619, South Sinai Governorate",7.4,Sharm El Sheikh
659,Safir Sharm Waterfalls Resort,"Ras Um El Sid Cliff South Sinai, Sharm El Sheikh, South Sinai Governorate",7.4,Sharm El Sheikh
660,Sea Beach Aqua Park Resort Managed By Blue Resorts,"Sharm El Sheikh - Dahab Rd, Sharm El Sheikh, 46619, South Sinai Governorate",7.4,Sharm El Sheikh
661,Xperience Sea Breeze Resort,"Sharks Bay Area, Sharm El Sheikh, 4, South Sinai Governorate",7.4,Sharm El Sheikh
662,Tropitel Naama Bay Hotel,"Naama Bay, Sharm El Sheikh, South Sinai Governorate",7.4,Sharm El Sheikh
663,Jolie Ville Golf & Resort,"Um Marikha Bay, Sharm El Sheikh, 46619, South Sinai Governorate",7.4,Sharm El Sheikh
664,Barceló Tiran Sharm,"Nabq Bay, Sharm El Sheikh, 00149, South Sinai Governorate",7.4,Sharm El Sheikh
665,Sharm Grand Plaza Resort,"Nabq Bay, 8 Km from Sharm Airport, Sharm El Sheikh, South Sinai Governorate",7.2,Sharm El Sheikh
666,Maritim Jolie Ville Resort & Casino Sharm El Sheikh,"El Salam road Namaa Bay, Sharm El Sheikh, South Sinai Governorate",7.2,Sharm El Sheikh
667,Xperience Kiroseiz Premier,"Salam Road, Peace Road, Naama Bay, Sharm El Sheikh, 11221, South Sinai Governorate",7.0,Sharm El Sheikh
668,Naama Bay Promenade Beach Resort,"El Salam Road, Naama Bay, Sharm El Sheikh, 46691, South Sinai Governorate",7.0,Sharm El Sheikh
669,Amphoras Beach,"Om El Seid Cliff, Sharm El Sheikh, 46619, South Sinai Governorate",7.0,Sharm El Sheikh
670,Fayrouz Resort,"Peace Road, Sharm El Sheikh, South Sinai Governorate",7.0,Sharm El Sheikh
671,Marina Sharm Hotel,"Naama Bay, Sharm El Sheikh, South Sinai Governorate",6.8,Sharm El Sheikh
672,"Sheraton Sharm Hotel, Resort, Villas & Spa","Al Pasha Coast, Sharm El Sheikh, South Sinai Governorate",6.8,Sharm El Sheikh
673,Rehana Royal Beach Resort - Aquapark & Spa - Families & Couples Only,"7th Km North Sharm Airport - Nabq Bay, Sharm El Sheikh, 46619, South Sinai Governorate",6.8,Sharm El Sheikh
674,Amphoras Aqua,"Um El Sied Cliff, Sharm El Sheikh, 46619, South Sinai Governorate",6.8,Sharm El Sheikh
675,Albatros Aqua Park Sharm El Shiekh - Families & Couples Only,"Hadaba Umm El Sid Cliff, Sharm El Sheikh, 46628, South Sinai Governorate",6.8,Sharm El Sheikh
676,"DELTA RENT , Sharm El Sheikh, South Sinai, Egypt","Intersection Of El Tower Rd, Sharm El Sheikh, 44146, South Sinai Governorate",6.6,Sharm El Sheikh
677,Tivoli Hotel Aqua Park,"Ras Om El Sid, City Council St., Sharm El Sheikh, 5331, South Sinai Governorate",6.6,Sharm El Sheikh
678,Sharm Dreams Resort,"210 Naama Bay, Sharm El Sheikh, South Sinai Governorate",6.4,Sharm El Sheikh
679,Pyramisa Sharm El Sheikh Resort,"Sharks Bay Cliff South Sinai, Sharm El Sheikh, South Sinai Governorate",6.2,Sharm El Sheikh
680,Royal Monte Carlo Sharm El Sheikh - Adults only,"Om El Seed Peninsula, Sharm El Sheikh, South Sinai Governorate",6.0,Sharm El Sheikh
681,Monte Carlo Sharm Resort & Spa,"Om El Seed, Sharm El Sheikh, South Sinai Governorate",6.0,Sharm El Sheikh
682,Sharming Inn Hotel,"Hadabet Om El Seed, Sharm El Sheikh, South Sinai Governorate",5.8,Sharm El Sheikh
683,Coral Beach Resort Tiran,"Shark's Bay, Sharm El Sheikh, South Sinai Governorate",5.8,Sharm El Sheikh
684,Il mercato hotel sharm & Spa,"Hadabet Om El Seed, Sharm El Sheikh, South Sinai Governorate",5.6,Sharm El Sheikh
685,Desert View Sharm Hotel,"El Motelat Street, Sharm El Sheikh, South Sinai Governorate",5.4,Sharm El Sheikh
686,Amar Sina Egyptian Village,"Al Monelat St., Sharm El Sheikh, 46619, South Sinai Governorate",5.4,Sharm El Sheikh
687,Logaina Sharm Resort,"Sharks Bay, Sharm El Sheikh, 0000, South Sinai Governorate",5.0,Sharm El Sheikh
688,Sharm Bride Resort Aqua & SPA,"Peace Road - Nabq Bay, Sharm El Sheikh, 46619, South Sinai",4.6,Sharm El Sheikh
689,Nubian Village,"Dahab Rd, Sharm El Sheikh, South Sinai Governorate",4.0,Sharm El Sheikh
690,Savana Club Resort & Aqua Park,"Sharks Bay, Airport Road Savanna Club, Sharm El Sheikh, South Sinai Governorate",,Sharm El Sheikh
691,Viking Resort,"Naama Bay, Criss Village, Sharm El Sheikh, 46628, South Sinai Governorate",,Sharm El Sheikh
692,SUNRISE Remal Beach Resort,"El Montaza, Ras Nasrani, Sharm El Sheikh, Sharm El Sheikh, 46628, South Sinai",,Sharm El Sheikh
693,Amazing 4 Bedroom Villa,"Sharm El Sheikh, South Sinai Governorate",,Sharm El Sheikh
694,Nubian Island,"Dahab Rd, Sharm El Sheikh, South Sinai Governorate",,Sharm El Sheikh
695,Sultan Gardens Resort,"Shark's Bay, Sharm El Sheikh, 46199, South Sinai Governorate",9.0,Sharm El Sheikh
696,Sierra Sharm El Sheikh - All-inclusive,"White Knight Beach, Sharm El Sheikh, 00000, South Sinai Governorate",9.0,Sharm El Sheikh
697,TUI Magic Life Sharm El Sheikh,"Nabque Bay, Qesm at Tour, Sharm El Sheikh, 70770, South Sinai Governorate",9.2,Sharm El Sheikh
698,Coral Sea Water World Resort - All inclusive,"Qesm Sharm Ash Sheikh, Sharm El Sheikh, 99999, South Sinai Governorate",8.2,Sharm El Sheikh
699,Xperience Kiroseiz Parkland Resort,"Peace Road, Naama Bay, Sharm El Sheikh, 99996, South Sinai Governorate",8.2,Sharm El Sheikh
700,Club Reef Resort,"Tower Bay, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
701,Dreams Vacation Sharm El Sheikh,"23 Om El Seid Cliff, Sharm El Sheikh, 00000, South Sinai Governorate",9.4,Sharm El Sheikh
702,Jolie Ville Royal Peninsula Hotel & Resort Sharm El Sheikh,"Peace Road at Um Marikha Bay, Sharm El Sheikh, South Sinai Governorate",8.6,Sharm El Sheikh
703,Nice Apartment in Sharm,"Delta Sharm Resort, Sharm El Sheikh, South Sinai Governorate",8.0,Sharm El Sheikh
704,Ocean Club Sharm El Sheikh,"Sharm El Sheikh El Hadaba City Council, Sharm El Sheikh",10.0,Sharm El Sheikh
705,Royal Paradise Beach Resort,"Al fanar Street, Om el Sid Hill, Sharm El Sheikh, South Sinai Governorate",10.0,Sharm El Sheikh
706,Nabq Camp,"Peace Road, Nabq Bay, Sharm El Sheikh, 46628, South Sinai Governorate",10.0,Sharm El Sheikh
707,One Bedroom Apart Deep Purple by Pool,"Delta Sharm, building 47 flat 106, Sharm El Sheikh",8.0,Sharm El Sheikh
708,Old Vic Sharm Resort,"Plateau Umm Sid, Motalat Street, Sharm El Sheikh, 46628, South Sinai Governorate",8.0,Sharm El Sheikh
709,Sharks Bay Umbi Diving Village,"Sharks Bay, Sharm El Sheikh, South Sinai Governorate",8.0,Sharm El Sheikh
710,Sultan Gardens Resort,"Shark's Bay, Sharm El Sheikh, 46199, South Sinai Governorate",9.0,Sharm El Sheikh
